id	unit_id	value
205	from_date_should_be_before_to_date	From date should be before to date
206	should_be_less_than_upper_bound	Should be less than upper bound
207	include_header	Include Header
208	add_attachment	Add Attachment
209	type_here	Type here
210	date	Date
211	monday	Monday
212	tuesday	Tuesday
213	wednesday	Wednesday
214	thursday	Thursday
215	friday	Friday
216	saturday	Saturday
217	sunday	Sunday
218	employee	Employee
219	generate	Generate
220	from_date	From Date
221	to_date	To Date
222	duration	Duration
223	apply	Apply
224	back	Back
225	confirm	Confirm
226	no_matching_employees	No matching employees
227	no_employees_match_filters	No employees match the selected filters
228	ok	Ok
229	leave	Leave
230	comment_here	Comment here
231	from_time_should_be_before_to_time	From time should be before to time
232	deleted	 (Deleted)
233	add_comment	Add Comment
234	approve	Approve
235	reject	Reject
236	n_records_found	{count,plural, =0{No Records Found} one{(1) Record Found} other{ (#) Records Found}}
237	n_records_selected	{count,plural, =0{No Records Selected} one{(1) Record Selected} other{(#) Records Selected}}
238	password	Password
239	password_strength_message	For a strong password, please use a hard to guess combination of text with upper and lower case characters, symbols and numbers
240	confirm_password	Confirm Password
241	passwords_do_not_match	Passwords do not match
242	weak	Weak
243	very_weak	Very Weak
244	better	Better
245	strongest	Strongest
246	about	About
247	support	Support
248	change_password	Change Password
249	logout	Logout
250	no_records_found	No Records Found
251	change_password_question	Change Password ?
252	type_description_here	Type description here
253	add_note	Add note
254	successfully_updated	Successfully Updated
255	successfully_saved	Successfully Saved
256	notes	Notes
257	type_here_message	Type here ...
258	job	Job
259	no_cancel	No, Cancel
260	user_management	User Management
261	project_info	Project Info
262	organization	Organization
263	users	Users
264	configuration	Configuration
265	language_packages	Language Packages
266	modules	Modules
267	register_oauth_client	Register OAuth Client
268	social_media_authentication	Social Media Authentication
269	employee_list	Employee List
270	reports	Reports
271	pim	PIM
272	recruitment	Recruitment
273	time	Time
274	my_info	My Info
275	performance	Performance
276	dashboard	Dashboard
277	directory	Directory
278	buzz	Buzz
279	maintenance	Maintenance
280	my_timesheets	My Timesheets
281	my_records	My Records
282	employee_timesheets	Employee Timesheets
283	timesheets	Timesheets
284	punch_in_out	Punch In/Out
285	employee_records	Employee Records
286	attendance	Attendance
287	customers	Customers
288	projects	Projects
289	project_reports	Project Reports
290	vacancies	Vacancies
291	candidates	Candidates
292	kpis	KPIs
293	manage_reviews	Manage Reviews
294	my_reviews	My Reviews
295	my_trackers	My Trackers
296	review_list	Review List
297	trackers	Trackers
298	employee_trackers	Employee Trackers
299	candidate_records	Candidate Records
300	access_records	Access Records
301	purge_records	Purge Records
302	structure	Structure
303	sun	Sun
304	mon	Mon
305	tue	Tue
306	wed	Wed
307	thu	Thu
308	fri	Fri
309	sat	Sat
310	performed_by	Performed By
311	add_another	Add another
312	view	View
313	attendance_summary	Attendance Summary
314	my_leave	My Leave
315	my_entitlements	My Entitlements
316	add_entitlements	Add Entitlements
317	configure	Configure
318	employee_entitlements	Employee Entitlements
319	entitlements	Entitlements
320	work_email	Work Email
321	other_email	Other Email
322	company_name	Company Name
323	version	Version
324	active_employees	Active Employees
325	employees_terminated	Employees Terminated
326	are_you_sure	Are you Sure?
327	delete_confirmation_message	The selected record will be permanently deleted. Are you sure you want to continue?
328	yes_delete	Yes, Delete
329	keep_current	Keep Current
330	delete_current	Delete Current
331	replace_current	Replace Current
332	module_forbidden	Module Forbidden
333	module_access_restriction	The page you're trying to access has restricted access
334	launching_soon	Launching Soon
337	click_here	Click here
338	bad_request	Bad Request
339	personal_details	Personal Details
340	emergency_contacts	Emergency Contacts
341	dependents	Dependents
342	immigration	Immigration
343	salary	Salary
344	report_to	Report-to
345	tax_exemptions	Tax Exemptions
346	info	Info
347	expected_email_address_format_not_matched	Expected format: admin@example.com
348	submit	Submit
349	date_range	Date Range
350	date_format	yyyy-mm-dd
351	cannot_be_deleted	Cannot be deleted
352	successfully_deleted	Successfully Deleted
353	total	Total
354	searching	Searching....
355	no_file_chosen	No file chosen
356	no_file_selected	No file selected
357	type_for_hints	Type for hints...
358	select	-- Select --
359	unexpected_error	Unexpected Error!
360	delete_selected	Delete Selected
361	corporate_branding	Corporate Branding
362	more	More
363	should_be_greater_than_lower_bound	Should be greater than lower bound
364	less_than	Less Than
365	greater_than	Greater Than
366	range	Range
367	custom_fields	Custom Fields
368	remaining_no_of_custom_fields	Remaining number of custom fields:
369	all_custom_fields_in_use	All custom fields are in use
370	custom_field_name	Custom Field Name
371	screen	Screen
372	field_type	Field Type
373	custom_fields_in_use	Custom field(s) in use
374	edit_custom_field	Edit Custom Field
375	field_name	Field Name
376	select_options	Select Options
377	enter_allowed_options_separated_by_commas	Enter allowed options separated by commas
378	add_custom_field	Add Custom Field
379	data_import	Data Import
380	column_order_should_not_be_changed	Column order should not be changed
381	first_name_and_last_name_are_compulsory	First Name and Last Name are compulsory
382	all_date_fields_should_be_in_yyyy_mm_dd_format	All date fields should be in YYYY-MM-DD format
383	gender_specified_value_should_be_either_m_or_f	If gender is specified, value should be either Male or Female
384	each_import_file_should_be_configured_for_100_records_or_less	Each import file should be configured for 100 records or less
385	multiple_import_files_may_be_required	Multiple import files may be required
386	sample_csv_file	Sample CSV file
388	employee_information	Employee Information
389	include	Include
390	supervisor_name	Supervisor Name
391	first_middle_name	First (& Middle) Name
392	supervisor	Supervisor
393	contact_details	Contact Details
394	street1	Street 1
395	street2	Street 2
396	telephone	Telephone
397	home	Home
398	work	Work
399	assigned_dependents	Assigned Dependents
400	relationship	Relationship
401	date_of_birth	Date of Birth
402	assigned_emergency_contacts	Assigned Emergency Contacts
403	home_telephone	Home Telephone
404	work_telephone	Work Telephone
405	assigned_immigration_records	Assigned Immigration Records
406	document	Document
407	number	Number
408	issued_by	Issued By
409	issued_date	Issued Date
410	job_details	Job Details
411	include_employment_contract_details	Include Employment Contract Details
412	contract_start_date	Contract Start Date
413	contract_end_date	Contract End Date
414	contract_details	Contract Details
415	assigned_memberships	Assigned Memberships
416	membership	Membership
417	subscription_paid_by	Subscription Paid By
418	subscription_amount	Subscription Amount
419	subscription_commence_date	Subscription Commence Date
420	subscription_renewal_date	Subscription Renewal Date
421	other_id	Other Id
422	driver_license_number	Driver License Number
423	license_expiry_date	License Expiry Date
424	ssn_number	SSN Number
425	sin_number	SIN Number
426	marital_status	Marital Status
427	gender	Gender
428	military_service	Military Service
429	smoker	Smoker
430	employee_id_exists	Employee Id already exists
431	change_profile_picture	Change Profile Picture
432	report_to	Report to
433	salary_component	Salary Component
435	pay_frequency	Pay Frequency
436	direct_deposit_amount	Direct Deposit Amount
437	federal_income_tax	Federal Income Tax
438	exemptions	Exemptions
439	unemployment_state	Unemployment State
440	work_state	Work State
441	create_login_details	Create Login Details
442	optional_fields	Optional Fields
443	show_deprecated_fields	Show Deprecated Fields
444	show_nick_name_smoker_and_military_service_in_personal_details	Show Nick Name, Smoker and Military Service in Personal Details
445	country_specific_information	Country Specific Information
446	show_ssn_field_in_personal_details	Show SSN field in Personal Details
447	show_sin_field_in_personal_details	Show SIN field in Personal Details
448	show_us_tax_exemptions_menu	Show US Tax Exemptions menu
449	edit_reporting_method	Edit Reporting Method
450	add_reporting_method	Add Reporting Method
451	edit_report	Edit Report
452	reporting_methods	Reporting Methods
453	reporting_methods_in_use	Reporting Method(s) in Use
454	selection_criteria	Selection Criteria
455	display_fields	Display Fields
456	select_display_field_group	Select Display Field Group
457	select_display_field	Select Display Field
458	at_least_one_display_field_should_be_added	At least one display field should be added
459	add_report	Add Report
460	edit_termination_reason	Edit Termination Reason
461	add_termination_reason	Add Termination Reason
462	termination_reasons	Termination Reasons
463	termination_reasons_in_use	Termination Reason(s) in Use
464	update_password	Update Password
465	current_password	Current Password
466	current_password_is_incorrect	Current Password is Incorrect
467	edit_dependent	Edit Dependent
468	please_specify	Please Specify
469	child	Child
470	other	Other
471	institute	Institute
472	major_specialization	Major/Specialization
473	gpa_score	GPA/Score
474	edit_emergency_contact	Edit Emergency Contact
475	at_least_one_phone_number_is_required	At least one phone number is required
476	reporting_method	Reporting Method
477	edit_immigration	Edit Immigration
478	passport	Passport
479	visa	Visa
480	eligible_status	Eligible Status
481	eligible_review_date	Eligible Review Date
482	expiry_date_should_be_after_issued_date	Expiry date should be after issued date
483	fluency	Fluency
484	competency	Competency
485	license_type	License Type
486	license_number	License Number
487	renewal_date_should_be_after_the_commencing_date	Renewal date should be after the commencing date
488	edit_salary_component	Edit Salary Component
489	assigned_salary_components	Assigned Salary Components
490	include_direct_deposit_details	Include Direct Deposit Details
491	account_number	Account Number
492	account_type	Account Type
493	routing_number	Routing Number
494	skill	Skill
495	years_of_experience	Years of Experience
496	company	Company
497	license	License
498	assigned_subordinates	Assigned Subordinates
499	assigned_supervisors	Assigned Supervisors
500	work_experience	Work Experience
501	add_work_experience	Add Work Experience
502	date_added	Date Added
503	added_by	Added By
504	should_be_within_min_max_values	Should be within Min/Max values
505	add_immigration	Add Immigration
506	add_dependent	Add Dependent
507	save_emergency_contact	Save Emergency Contact
508	terminate_employment	Terminate Employment
509	termination_date	Termination Date
510	termination_reason	Termination Reason
511	nickname	Nickname
512	personal	Personal
513	activate_employment	Activate Employment
514	employee_last_name	Employee Last Name
515	employee_first_name	Employee First Name
516	employee_middle_name	Employee Middle Name
517	eligibility_status	Eligibility Status
518	eligibility_review_date	Eligibility Review Date
519	document_type	Document Type
520	termination_note	Termination Note
521	direct_deposit_account_number	Direct Deposit Account Number
522	direct_deposit_account_type	Direct Deposit Account Type
524	score	Score
525	text_or_number	Text or Number
526	drop_down	Drop Down
527	supervisors	Supervisors
528	subordinates	Subordinates
529	service_period	Service Period
530	age_group	Age Group
531	employee_termination_activation	Employee Termination / Activiation
532	terminated_on	Terminated on
533	work_email_and_other_email_cannot_be_the_same	Work Email and Other Email cannot be the same
534	joined_before	Joined before
535	joined_after	Joined after
536	joined_in_between	Joined in between
537	full_day_half_day	Full Day/ Half Day
538	repeats_annually	Repeats Annually
539	edit_holiday	Edit Holiday
540	holidays	Holidays
541	add_holiday	Add Holiday
542	full_day	Full Day
543	leave_period	Leave Period
544	start_month	Start Month
545	current_leave_period	Current Leave Period
546	following_year	Following Year
547	work_week	Work Week
548	at_least_one_day_should_be_a_working_day	At least one day should be a working day
549	add_leave_entitlement	Add Leave Entitlement
550	add_to	Add to
551	individual_employee	Individual Employee
552	multiple_employees	Multiple Employees
553	matches_emp_count_employees	{empMatchCount,plural, =0{Matches no employee} one{Matches (1) employee} other {matches (#) employees}}
554	no_leave_types_defined	No leave types defined
555	should_be_a_number_with_2_decimal_places	Should be a number with upto 2 decimal places
556	edit_leave_entitlement	Edit Leave Entitlement
557	entitlement	Entitlement
558	used_amount_exceeds_the_current_amount	Used amount exceeds the current amount
559	leave_entitlements	Leave Entitlements
560	my_leave_entitlements	My Leave Entitlements
561	is_entitlement_situational	Is Entitlement Situational?
562	add_leave_type	Add Leave Type
563	edit_leave_type	Edit Leave Type
564	leave_types	Leave Types
565	leave_entitlement_and_usage_report	Leave Entitlements and Usage Report
566	generate_for	Generate For
567	leave_type	Leave Type
568	include_past_employees	Include Past Employees
569	my_leave_entitlement_and_usage_report	My Leave Entitlements and Usage Report
570	apply_leave	Apply Leave
571	no_leave_types_with_leave_balance	No Leave Types with Leave Balance
572	partial_days	Partial Days
573	assign_leave	Assign Leave
574	start_day	Start Day
575	end_day	End Day
576	assign	Assign
577	leave_list	Leave List
578	show_leave_with_status	Show Leave with Status
579	my_leave_request_details	My Leave Request Details
580	leave_request_details	Leave Request Details
581	my_leave_list	My Leave List
582	updating_entitlement	Updating Entitlement
583	matching_employees	Matching Employees
584	selected_leave_entitlement_applied_to_following_employees	The selected leave entitlement will be applied to the following employees.
585	old_entitlement	Old Entitlement
586	new_entitlement	New Entitlement
587	situational_leave	Situational Leave
588	entitlement_situational_description	These leave will be excluded from reports unless there's some activity. E.g. maternity leave, jury duty leave.
589	confirm_leave_assignment	Confirm Leave Assignment
590	employee_does_not_have_enough_balance_for_leave_request	Employee does not have sufficient leave balance for leave request.
591	click_ok_to_confirm_leave_assignment	Click OK to confirm leave assignment.
592	entitlement_value_confirmation_message	Existing Entitlement value {oldvalue} will be updated to {newvalue}
593	leave_balance	Leave Balance
594	balance_not_sufficient	Balance not sufficient
595	insufficient_leave_balance	Insufficient Leave Balance
596	balance	Balance
597	days	Days
598	available_balance	Available Balance
599	leave_balance_details	Leave Balance Details
600	as_of_date	As of Date
601	total_entitlement	Total Entitlement
602	leave_status	Leave Status
603	taken	Taken
604	scheduled	Scheduled
605	pending_approval	Pending Approval
606	bulk_leave_action_confirm_message_one	{action, select, APPROVE {{count, plural, =0 {You are about to Approve no Leave Requests} =1 {You are about to Approve 1 Leave Request} other {You are about to Approve # Leave Requests} }} REJECT {{count, plural, =0 {You are about to Reject no Leave Requests} =1 {You are about to Reject 1 Leave Request} other {You are about to Reject # Leave Requests} }} other {{count, plural, =0 {You are about to Cancel no Leave Requests} =1 {You are about to Cancel 1 Leave Request} other {You are about to Cancel # Leave Requests} }} }
607	bulk_leave_action_confirm_message_two	Are you sure you want to continue?
608	yes_confirm	Yes, Confirm
609	leave_request_comments	Leave Request Comments
610	no_of_hours	No. of Hours
611	workshift_length_exceeded_due_to_the_following_leave_request	Workshift Length Exceeded Due To the Following Leave Requests
612	overlapping_leave_request_found	Overlapping Leave Request(s) Found
613	duration_should_be_less_than_work_shift_length	Duration should be less than work shift length
614	half_day_morning	Half Day - Morning
615	half_day_evening	Half Day - Afternoon
616	specify_time	Specify Time
617	valid_from	Valid From
618	valid_to	Valid To
619	entitlements_will_not_be_deleted_since_already_in_use	Entitlement(s) will not be deleted since it''s already in use
620	number_of_days	Number of Days
621	leave_balance_days	Leave Balance (Days)
622	view_leave_details	View Leave Details
623	view_pim_info	View PIM Info
624	cancel_leave	Cancel Leave
626	leave_action	{action, select, APPROVE {Approve Leave} REJECT {Reject Leave} other {Cancel Leave}}
627	failed_to_submit	Failed to Submit
628	failed_to_submit_no_working_days_selected	Failed to Submit: No Working Days Selected
629	entitlement_added_to_n_employees	{count, plural, =0{No Entitlement added} one{Entitlement added to 1 employee} other {Entitlement added to # employees}}
630	half_day	Half Day
631	non_working_day	Non-working Day
632	rejected	Rejected
633	cancelled	Cancelled
634	leave_entitlements_days	Leave Entitlements (Days)
635	leave_pending_aproval_days	Leave Pending Approval (Days)
636	leave_scheduled_days	Leave Scheduled (Days)
637	leave_taken_days	Leave Taken (Days)
638	requested_for	Leave requested for
639	all_days	All Days
640	start_day_only	Start Day Only
641	end_day_only	End Day Only
642	start_and_end_day	Start and End Day
643	activities	Activities
644	copy_from	Copy From
645	activity_name	Activity Name
646	not_allowed_to_delete_project_activities_which_have_time_logged_against	Not Allowed to Delete Project Activities Which Have Time Logged Against
647	add_customer	Add Customer
648	add_timesheet	Add Timesheet
649	select_a_day_to_create_timesheet	Select a Day to Create Timesheet
650	copy_activity	Copy Activity
651	project_name	Project Name
652	no_assigned_activities	No assigned activities
653	no_activities_selected	No activities selected
654	customer_name	Customer Name
655	edit_project_activity	Edit Project Activity
656	project_admin	Project Admin
657	project	Project
658	add_project_activity	Add Project Activity
659	timesheet_action	Timesheet Action
660	no_timesheets_found	No Timesheets Found
661	activity	Activity
662	add_row	Add Row
663	select_a_project	Select a Project
664	select_an_activity	Select an Activity
665	duplicate_record	Duplicate Record
666	select_a_project_and_an_activity	Select a Project and an Activity
667	should_be_less_than_24_and_in_hh_mm_or_decimal_format	Should Be Less Than 24 and in HH:MM or Decimal Format
668	total_should_be_less_than_24_hours	Total Should Be Less Than 24 Hours
669	actions_performed_on_the_timesheet	Actions Performed on the Timesheet
670	timesheets_pending_action	Timesheets Pending Action
671	timesheet_period	Timesheet Period
672	timesheet_period_config	Define Timesheet Period
673	add_timesheet_period_config	First Day of the Week
674	not_allowed_to_delete_customer_who_have_time_logged_against	Not allowed to delete customer(s) associated with projects that have time logged against them
675	edit_customer	Edit Customer
676	project_admins	Project Admins
677	not_allowed_to_delete_projects_which_have_time_logged	Not allowed to delete project(s) which have time logged against them
678	edit_project	Edit Project
679	project_report	Project Report
680	project_date_range	Project Date Range
681	only_include_approved_timesheets	Only Include Approved Timesheets
682	total_duration	Total Duration (Hours)
683	employee_report	Employee Report
684	select_employee	Select Employee
685	timesheet_period_not_defined	Timesheet Period Start Day has not being defined. Please Contact the HR Administrator
686	my_timesheet	My Timesheet
687	edit_timesheet	Edit Timesheet
688	create_timesheet	Create Timesheet
689	timesheet_for	Timesheet for
690	edit_timesheet_for	Edit Timesheet for
691	add_project	Add Project
692	timesheet_successfully_created	Timesheet Successfully Created
693	timesheet_rejected	Timesheet Rejected
694	timesheet_approved	Timesheet Approved
695	timesheet_reset	Timesheet Reset
696	punch_out_time_should_be_later_than_punch_in_time	Punch Out Time Should Be Later Than Punch In Time
697	time_hours	Time (Hours)
698	timesheet_submitted	Timesheet Submitted
699	punched_in_time	Punched in time
700	attendance_configuration	Attendance Configuration
701	employee_can_change_current_time_when_punching_in_out	Employee can change current time when punching in/out
702	employee_can_edit_delete_own_attendance_records	Employee can edit/delete own attendance records
703	supervisor_can_add_edit_delete_attendance_records_of_subordinates	Supervisor can add/edit/delete attendance records of subordinates
704	attendance_total_summary_report	Attendance Total Summary Report
705	edit_attendance_records	Edit Attendance Records
706	punch_in	Punch In
707	hh_mm	hh:mm
708	punch_out	Punch Out
709	overlapping_records_found	Overlapping Records Found
710	punch_in_note	Punch In Note
711	punch_out_note	Punch Out Note
712	duration_hours	Duration (Hours)
713	employee_attendance_records	Employee Attendance Records
714	my_attendance_records	My Attendance Records
715	timezone	Timezone
716	punched_in_note	Punched In Note
717	in	In
718	out	Out
719	purge_employee_records	Purge Employee Records
720	past_employee	Past Employee
721	gdpr_note	Users who seek access to their data, or who seek to correct, amend, or delete the given information should direct their requests to suporte@cia-ferias.local with the subject "Purge Records (Instance Identifier: {instanceIdentifier})"
722	purge	Purge
723	purge_employee	Purge Employee
724	purge_employee_warning	You are about to purge the employee permanently. Are you sure you want to continue? This operation cannot be undone
725	yes_purge	Yes, Purge
726	selected_employee	Selected Employee
727	purge_success	Successfully Purged
728	download_personal_data	Download Personal Data
730	customer_support	Customer Support
731	getting_started_with_cia_ferias_message_1	Learning how to use a new application can be challenging. At CIA Férias, we are committed to providing you with the necessary knowledge and skills required to fully utilize the application thereby allowing you to quickly and efficiently manage your HR processes.
732	getting_started_with_cia_ferias_message_2	The following information repositories are available to help you understand the application:
733	contact_us_on_message	Should you experience any issues, please do not hesitate to contact us on
734	we_will_be_delighted_to_help	We will be delighted to help.
735	login	Login
736	username	username
737	password	password
738	credential_required	Credential Required
739	admin_access	Administrator Access
740	admin_access_note	You have requested to access a critical Administrator function in CIA Férias and are required to validate your credentials below
744	reset_password	Reset Password
745	username_identify_reset_note	Please enter your username to identify your account to reset your password
746	set_new_password	Set a new Password
747	new_password	New Password
748	reset_password_token_expired_note	The user account cannot be found or the reset password token has expired
749	request_new_password_token	to request a new password reset token
750	reset_password_link_sent_successfully	Reset Password link sent successfully
751	configured_receive_email_notification_note	The CIA Férias  system is not configured to receive email notifications. Please contact your CIA Férias administrator to reset your password
752	back_to_login	to go back to login page
753	reset_password_link_via_email	A reset password link has been sent to you via email.
754	follow_link_to_select_password	You can follow that link and select a new password.
755	email_not_receive_note	If the email does not arrive, please contact your CIA Férias Administrator.
756	forgot_password	Forgot Your Password
757	invalid_credentials	Invalid credentials
758	csrf_token_validation_failed	CSRF token validation failed
759	account_disabled	Account disabled
760	employee_is_terminated	Employee is terminated
761	employee_is_assigned	Employee not assigned
762	view_action_history	View Action History
763	interviewer	Interviewer
764	interview_title	Interview Title
765	schedule_interview	Schedule Interview
766	shortlist	Shortlist
767	current_status	Current Status
768	performed_action	Performed Action
769	performed_date	Performed Date
770	vacancy	Vacancy
771	hiring_manager	Hiring Manager
772	candidate_name	Candidate Name
773	keywords	Keywords
774	date_of_application	Date of Application
775	method_of_application	Method of Application
776	enter_comma_seperated_words	Enter comma seperated words
777	candidate	Candidate
778	application_initiated	Application Initiated
779	shortlisted	Shortlisted
780	interview_scheduled	Interview Scheduled
781	interview_passed	Interview Passed
782	interview_failed	Interview Failed
783	job_offered	Job Offered
784	offer_declined	Offer Declined
785	manual	Manual
786	online	Online
787	contact_number	Contact Number
788	consent_to_keep_data	Consent to keep data
789	resume	Resume
790	add_candidate	Add Candidate
791	should_be_current_date_previous_date	Should be the current date or a previous date
792	application_stage	Application Stage
793	offer_job	Offer Job
794	mark_interview_failed	Mark Interview Failed
795	mark_interview_passed	Mark Interview Passed
796	decline_offer	Decline Offer
797	hire	Hire
799	job_vacancy	Job Vacancy
801	candidate_profile	Candidate Profile
802	candidate_history	Candidate History
803	add_vacancy	Add Vacancy
804	edit_vacancy	Edit Vacancy
805	vacancy_name	Vacancy Name
806	num_of_positions	Number of Positions
807	rss_feed_url	RSS Feed URL
808	web_page_url	Web Page URL
809	publish_in_rss_feed_and_web_page	Publish in RSS Feed and Web Page
810	employee_added_candidate	{employee} added {candidate}
811	employee_assigned_vacancy_to_candidate	{employee} assigned the job vacancy {vacancy}
812	candidate_shortlisted_for_vacancy_by_employee	Shortlisted for {vacancy} by {employee}
813	employee_schedule_interview_with_interviewers	{employee} scheduled {interview} on {interviewDate} with {interviewers} for {vacancy}
814	employee_marked_interveiw_passed	{employee} marked {interview} as passed for {vacancy}
815	employee_marked_interveiw_failed	{employee} marked {interview} as failed for {vacancy}
816	employee_offered_the_job	{employee} offered the job for {vacancy}
817	employee_marked_the_offer_declined	{employee} marked the offer as declined for {vacancy}
818	employee_hired_the_candidate	{employee} hired {candidate} for {vacancy}
819	employee_rejected_the_candidate	{employee} rejected {candidate} from the {vacancy}
820	employee_removed_candidate_from_vacancy	{employee} removed {candidate} from the {vacancy}
821	candidate_applied_for_the_vacancy	{candidate} applied for the vacancy {vacancy}
822	shortlist_candidate	Shortlist Candidate
823	hired	Hired
824	powered_by	Powered By
825	apply_for_n_vacancy	Apply for {vacancyName}
826	application_received	Application Received
827	your_application_has_been_submitted_successfully	Your application has been submitted successfully
828	hire_candidate	Hire Candidate
829	reject_candidate	Reject Candidate
830	candidate_vacancy_change_message	This action will remove previous vacancy. Are you sure you want to continue?
